Yr_CO2,Mn_CO2,decimal_dateCO2,CO2_ppm,season_adjCO2,fitCO2,season_adj_fitCO2,filled_CO2,season_adj_filledCO2
2015,5,2015.3699,404.17,400.48,404.25,400.56,404.17,400.48
2015,6,2015.4548,403.07,400.68,403.16,400.77,403.07,400.68
2015,7,2015.537,401.31,400.97,401.32,400.98,401.31,400.97
2015,8,2015.6219,398.77,400.85,399.16,401.23,398.77,400.85
2015,9,2015.7068,397.65,401.45,397.71,401.5,397.65,401.45
2015,10,2015.789,398.51,401.97,398.33,401.79,398.51,401.97
2015,11,2015.874,400.11,402.05,400.15,402.09,400.11,402.05
2015,12,2015.9562,401.64,402.26,401.77,402.39,401.64,402.26
2016,1,2016.041,402.73,402.42,403.02,402.71,402.73,402.42
2016,2,2016.1257,404.09,403.29,403.81,403.02,404.09,403.29
2016,3,2016.2049,404.74,403.23,404.8,403.29,404.74,403.23
2016,4,2016.2896,407.3,404.27,406.6,403.57,407.3,404.27
2016,5,2016.3716,407.98,404.3,407.5,403.81,407.98,404.3
2016,6,2016.4563,406.15,403.8,406.4,404.04,406.15,403.8
2016,7,2016.5383,404.51,404.22,404.53,404.25,404.51,404.22
2016,8,2016.623,402.12,404.23,402.34,404.46,402.12,404.23
2016,9,2016.7077,400.33,404.1,400.91,404.68,400.33,404.1
2016,10,2016.7896,401.65,405.12,401.43,404.9,401.65,405.12
2016,11,2016.8743,403.38,405.35,403.15,405.12,403.38,405.35
2016,12,2016.9563,404.5,405.17,404.68,405.34,404.5,405.17
2017,1,2017.0411,405.92,405.58,405.9,405.57,405.92,405.58
2017,2,2017.126,406.66,405.82,406.64,405.8,406.66,405.82
2017,3,2017.2027,407.2,405.64,407.56,406,407.2,405.64
2017,4,2017.2877,408.93,405.94,409.16,406.16,408.93,405.94
2017,5,2017.3699,410.09,406.47,409.99,406.36,410.09,406.47
2017,6,2017.4548,409.29,406.79,409.06,406.56,409.29,406.79
2017,7,2017.537,406.88,406.59,407.02,406.74,406.88,406.59
2017,8,2017.6219,405.13,407.25,404.78,406.9,405.13,407.25
2017,9,2017.7068,403.17,406.92,403.3,407.05,403.17,406.92
2017,10,2017.789,403.8,407.31,403.66,407.17,403.8,407.31
2017,11,2017.874,405.28,407.25,405.33,407.3,405.28,407.25
2017,12,2017.9562,406.65,407.34,406.73,407.42,406.65,407.34
2018,1,2018.0411,408.04,407.68,407.9,407.55,408.04,407.68
2018,2,2018.126,408.66,407.72,408.63,407.69,408.66,407.72
2018,3,2018.2027,409.43,407.95,409.31,407.83,409.43,407.95
2018,4,2018.2877,410.51,407.63,410.9,408.02,410.51,407.63
2018,5,2018.3699,411.7,408.02,411.89,408.22,411.7,408.02
2018,6,2018.4548,410.26,407.77,410.96,408.46,410.26,407.77
2018,7,2018.537,408.88,408.61,408.99,408.72,408.88,408.61
2018,8,2018.6219,407.2,409.3,406.9,409.01,407.2,409.3
2018,9,2018.7068,405.56,409.28,405.58,409.31,405.56,409.28
2018,10,2018.789,406.15,409.6,406.13,409.58,406.15,409.6
2018,11,2018.874,407.97,409.93,407.9,409.86,407.97,409.93
2018,12,2018.9562,409.32,409.96,409.49,410.13,409.32,409.96
2019,1,2019.0411,410.99,410.61,410.76,410.39,410.99,410.61
2019,2,2019.126,412,411.09,411.58,410.68,412,411.09
2019,3,2019.2027,412.22,410.81,412.29,410.88,412.22,410.81
2019,4,2019.2877,413.57,410.77,413.89,411.09,413.57,410.77
2019,5,2019.3699,414.92,411.24,414.97,411.29,414.92,411.24
2019,6,2019.4548,414.23,411.75,413.97,411.5,414.23,411.75
2019,7,2019.537,411.9,411.66,411.93,411.69,411.9,411.66
2019,8,2019.6219,410.05,412.11,409.82,411.88,410.05,412.11
2019,9,2019.7068,408.35,412.01,408.41,412.07,408.35,412.01
2019,10,2019.789,408.6,412.04,408.82,412.25,408.6,412.04
2019,11,2019.874,410.41,412.39,410.47,412.45,410.41,412.39
2019,12,2019.9562,411.88,412.55,411.97,412.64,411.88,412.55
2020,1,2020.041,413.51,413.12,413.24,412.85,413.51,413.12
2020,2,2020.1257,413.82,412.88,414.01,413.07,413.82,412.88
2020,3,2020.2049,414.46,413.03,414.7,413.28,414.46,413.03
2020,4,2020.2896,416.09,413.29,416.31,413.51,416.09,413.29
2020,5,2020.3716,417.27,413.64,417.37,413.75,417.27,413.64
2020,6,2020.4563,416.59,414.19,416.39,413.99,416.59,414.19
2020,7,2020.5383,414.78,414.57,414.42,414.21,414.78,414.57
2020,8,2020.623,412.34,414.4,412.36,414.42,412.34,414.4
2020,9,2020.7077,411.4,415.02,411,414.62,411.4,415.02
2020,10,2020.7896,411.32,414.71,411.41,414.8,411.32,414.71
2020,11,2020.8743,412.74,414.69,413.03,414.97,412.74,414.69
2020,12,2020.9563,414.12,414.78,414.49,415.15,414.12,414.78
2021,1,2021.0411,415.59,415.21,415.72,415.34,415.59,415.21
2021,2,2021.126,416.73,415.8,416.46,415.53,416.73,415.8
2021,3,2021.2027,417.25,415.87,417.08,415.7,417.25,415.87
2021,4,2021.2877,418.71,415.98,418.6,415.87,418.71,415.98
2021,5,2021.3699,419.54,415.96,419.62,416.04,419.54,415.96
2021,6,2021.4548,418.72,416.31,418.62,416.2,418.72,416.31
2021,7,2021.537,416.76,416.52,416.61,416.37,416.76,416.52
2021,8,2021.6219,414.1,416.1,414.54,416.54,414.1,416.1
2021,9,2021.7068,413.03,416.59,413.17,416.73,413.03,416.59
2021,10,2021.789,413.77,417.12,413.58,416.92,413.77,417.12
2021,11,2021.874,414.96,416.88,415.2,417.12,414.96,416.88
2021,12,2021.9562,416.97,417.62,416.66,417.32,416.97,417.62
2022,1,2022.0411,418.07,417.69,417.89,417.51,418.07,417.69
2022,2,2022.126,419.34,418.42,418.6,417.68,419.34,418.42
2022,3,2022.2027,418.84,417.48,419.19,417.83,418.84,417.48
2022,4,2022.2877,420.15,417.45,420.68,417.99,420.15,417.45
2022,5,2022.3699,420.78,417.25,421.68,418.15,420.78,417.25
2022,6,2022.4548,420.99,418.61,420.7,418.32,420.99,418.61
2022,7,2022.537,418.5,418.26,418.72,418.48,418.5,418.26
2022,8,2022.6219,417.02,419,416.67,418.66,417.02,419
2022,9,2022.7068,415.58,419.1,415.31,418.83,415.58,419.1
2022,10,2022.789,415.24,418.54,415.7,419,415.24,418.54
2022,11,2022.874,417.22,419.12,417.3,419.2,417.22,419.12
2022,12,2022.9562,419.15,419.8,418.76,419.4,419.15,419.8
2023,1,2023.0411,419.68,419.3,420,419.63,419.68,419.3
2023,2,2023.126,420.23,419.32,420.79,419.88,420.23,419.32
2023,3,2023.2027,421.03,419.68,421.47,420.12,421.03,419.68
2023,4,2023.2877,423.29,420.64,423.05,420.4,423.29,420.64
2023,5,2023.3699,424.38,420.9,424.15,420.67,424.38,420.9
2023,6,2023.4548,423.55,421.2,423.28,420.94,423.55,421.2
2023,7,2023.537,421.17,420.94,421.42,421.19,421.17,420.94
2023,8,2023.6219,419.86,421.81,419.48,421.44,419.86,421.81
2023,9,2023.7068,418.59,422.06,418.21,421.68,418.59,422.06
2023,10,2023.789,418.52,421.78,418.64,421.89,418.52,421.78
2023,11,2023.874,419.88,421.75,420.24,422.12,419.88,421.75
2023,12,2023.9562,421.53,422.17,421.7,422.34,421.53,422.17
2024,1,2024.041,422.64,422.27,422.94,422.57,422.64,422.27
2024,2,2024.1257,424.34,423.44,423.71,422.81,424.34,423.44
2024,3,2024.2049,424.7,423.35,424.4,423.04,424.7,423.35
2024,4,2024.2896,426.27,423.62,425.95,423.29,426.27,423.62
2024,5,2024.3716,      NaN,      NaN,426.97,423.54,426.97,423.54
2024,6,2024.4563,      NaN,      NaN,426.07,423.79,426.07,423.79
2024,7,2024.5383,      NaN,      NaN,424.22,424.03,424.22,424.03
2024,8,2024.623,      NaN,      NaN,422.33,424.28,422.33,424.28
2024,9,2024.7077,      NaN,      NaN,421.1,424.53,421.1,424.53
2024,10,2024.7896,      NaN,      NaN,421.56,424.77,421.56,424.77
2024,11,2024.8743,      NaN,      NaN,423.18,425.02,423.18,425.02
2024,12,2024.9563,      NaN,      NaN,424.63,425.26,424.63,425.26
